,bus,carrier,p_nom,year_removed
DE0 73 onwind,DE0 73,onwind,30.49328,2038
DE0 73 solar,DE0 73,solar,50.686193,2038
DE0 80 offwind-ac,DE0 80,offwind-ac,5.0,2038
DE0 80 onwind,DE0 80,onwind,428.21655,2038
DE0 80 solar,DE0 80,solar,205.4221,2038
DE0 91 onwind,DE0 91,onwind,33.81,2038
DE0 91 solar,DE0 91,solar,39.118096,2038
DE0 92 onwind,DE0 92,onwind,40.915,2038
DE0 92 solar,DE0 92,solar,58.117562,2038
DE0 93 onwind,DE0 93,onwind,51.8115,2038
DE0 93 solar,DE0 93,solar,60.416323,2038
DE0 94 offwind-ac,DE0 94,offwind-ac,95.0,2038
DE0 94 offwind-dc,DE0 94,offwind-dc,85.0,2038
DE0 94 onwind,DE0 94,onwind,267.045,2038
DE0 94 solar,DE0 94,solar,93.113182,2038
DE0 A1 onwind,DE0 A1,onwind,11.901499999999999,2038
DE0 A1 solar,DE0 A1,solar,52.53542,2038
DE0 A2 onwind,DE0 A2,onwind,77.111,2038
DE0 A2 solar,DE0 A2,solar,60.05732,2038
DE0 A3 onwind,DE0 A3,onwind,48.785,2038
DE0 A3 solar,DE0 A3,solar,89.85787,2038
DE0 A4 onwind,DE0 A4,onwind,80.0,2038
DE0 A4 solar,DE0 A4,solar,79.473564,2038
DE0 A5 onwind,DE0 A5,onwind,43.5576,2038
DE0 A5 solar,DE0 A5,solar,63.22555,2038
DE0 B1 onwind,DE0 B1,onwind,172.1445,2038
DE0 B1 solar,DE0 B1,solar,57.05147,2038
DE0 B2 onwind,DE0 B2,onwind,14.253499999999999,2038
DE0 B2 solar,DE0 B2,solar,40.22341,2038
DE0 B3 onwind,DE0 B3,onwind,240.3195,2038
DE0 B3 solar,DE0 B3,solar,79.18498,2038
DE0 C0 onwind,DE0 C0,onwind,33.7524,2038
DE0 C0 solar,DE0 C0,solar,56.93588,2038
DE0 D2 onwind,DE0 D2,onwind,4.0143,2038
DE0 D2 solar,DE0 D2,solar,66.980739,2038
DE0 D4 onwind,DE0 D4,onwind,21.464199999999998,2038
DE0 D4 solar,DE0 D4,solar,36.422886,2038
DE0 D5 onwind,DE0 D5,onwind,10.0,2038
DE0 D5 solar,DE0 D5,solar,38.426664,2038
DE0 E0 onwind,DE0 E0,onwind,230.051,2038
DE0 E0 solar,DE0 E0,solar,199.11578,2038
DE0 F0 offwind-ac,DE0 F0,offwind-ac,20.0,2038
DE0 F0 offwind-dc,DE0 F0,offwind-dc,35.0,2038
DE0 F0 onwind,DE0 F0,onwind,409.53287,2038
DE0 F0 solar,DE0 F0,solar,72.49647,2038
DE0 G0 onwind,DE0 G0,onwind,109.1886,2038
DE0 G0 solar,DE0 G0,solar,135.4048,2038
DE0 11 onwind,DE0 11,onwind,4.3445,2037
DE0 11 solar,DE0 11,solar,194.044656,2037
DE0 12 onwind,DE0 12,onwind,6.602499999999999,2037
DE0 12 solar,DE0 12,solar,129.641768,2037
DE0 13 onwind,DE0 13,onwind,0.015099999999999999,2037
DE0 13 solar,DE0 13,solar,119.07353,2037
DE0 14 onwind,DE0 14,onwind,10.001999999999999,2037
DE0 14 solar,DE0 14,solar,148.423347,2037
DE0 21 onwind,DE0 21,onwind,10.696399999999999,2037
DE0 21 solar,DE0 21,solar,284.211116,2037
DE0 22 onwind,DE0 22,onwind,0.0388,2037
DE0 22 solar,DE0 22,solar,329.745185,2037
DE0 23 onwind,DE0 23,onwind,39.9283,2037
DE0 23 solar,DE0 23,solar,165.743805,2037
DE0 24 onwind,DE0 24,onwind,67.6133,2037
DE0 24 solar,DE0 24,solar,102.926233,2037
DE0 25 onwind,DE0 25,onwind,33.585225,2037
DE0 25 solar,DE0 25,solar,163.365814,2037
DE0 26 onwind,DE0 26,onwind,52.8024,2037
DE0 26 solar,DE0 26,solar,137.403535,2037
DE0 27 onwind,DE0 27,onwind,5.4032599999999995,2037
DE0 27 solar,DE0 27,solar,206.406011,2037
DE0 30 solar,DE0 30,solar,12.479155,2037
DE0 40 onwind,DE0 40,onwind,263.6225,2037
DE0 40 solar,DE0 40,solar,900.237547,2037
DE0 60 solar,DE0 60,solar,5.69615,2037
DE0 71 onwind,DE0 71,onwind,15.6015,2037
DE0 71 solar,DE0 71,solar,87.00415,2037
DE0 72 onwind,DE0 72,onwind,67.20224999999999,2037
DE0 72 solar,DE0 72,solar,63.19176,2037
DE0 73 onwind,DE0 73,onwind,14.911999999999999,2037
DE0 73 solar,DE0 73,solar,124.251881,2037
DE0 80 onwind,DE0 80,onwind,301.953,2037
DE0 80 solar,DE0 80,solar,422.999509,2037
DE0 91 onwind,DE0 91,onwind,30.909999999999997,2037
DE0 91 solar,DE0 91,solar,101.733668,2037
DE0 92 onwind,DE0 92,onwind,59.25,2037
DE0 92 solar,DE0 92,solar,137.697352,2037
DE0 93 onwind,DE0 93,onwind,162.915,2037
DE0 93 solar,DE0 93,solar,123.610298,2037
DE0 94 offwind-ac,DE0 94,offwind-ac,40.0,2037
DE0 94 offwind-dc,DE0 94,offwind-dc,20.0,2037
DE0 94 onwind,DE0 94,onwind,130.89499999999998,2037
DE0 94 solar,DE0 94,solar,298.41879,2037
DE0 A1 onwind,DE0 A1,onwind,26.69,2037
DE0 A1 solar,DE0 A1,solar,121.19568,2037
DE0 A2 onwind,DE0 A2,onwind,30.8035,2037
DE0 A2 solar,DE0 A2,solar,106.12519,2037
DE0 A3 onwind,DE0 A3,onwind,32.2027,2037
DE0 A3 solar,DE0 A3,solar,205.12551,2037
DE0 A4 onwind,DE0 A4,onwind,57.1096,2037
DE0 A4 solar,DE0 A4,solar,160.190379,2037
DE0 A5 onwind,DE0 A5,onwind,26.099999999999998,2037
DE0 A5 solar,DE0 A5,solar,110.40796999999999,2037
DE0 B1 onwind,DE0 B1,onwind,85.7885,2037
DE0 B1 solar,DE0 B1,solar,130.21874,2037
DE0 B2 onwind,DE0 B2,onwind,32.9,2037
DE0 B2 solar,DE0 B2,solar,58.43232,2037
DE0 B3 onwind,DE0 B3,onwind,170.35,2037
DE0 B3 solar,DE0 B3,solar,123.15488,2037
DE0 C0 onwind,DE0 C0,onwind,11.9035,2037
DE0 C0 solar,DE0 C0,solar,80.97769,2037
DE0 D2 onwind,DE0 D2,onwind,0.0416,2037
DE0 D2 solar,DE0 D2,solar,164.62228,2037
DE0 D4 onwind,DE0 D4,onwind,25.988599999999998,2037
DE0 D4 solar,DE0 D4,solar,104.905764,2037
DE0 D5 onwind,DE0 D5,onwind,3.105,2037
DE0 D5 solar,DE0 D5,solar,138.854137,2037
DE0 E0 onwind,DE0 E0,onwind,199.6958,2037
DE0 E0 solar,DE0 E0,solar,499.60108,2037
DE0 F0 offwind-dc,DE0 F0,offwind-dc,20.0,2037
DE0 F0 onwind,DE0 F0,onwind,325.7623,2037
DE0 F0 solar,DE0 F0,solar,250.674024,2037
DE0 G0 onwind,DE0 G0,onwind,99.9181,2037
DE0 G0 solar,DE0 G0,solar,318.477057,2037
DE0 11 onwind,DE0 11,onwind,3.601,2036
DE0 11 solar,DE0 11,solar,280.255562,2036
DE0 12 onwind,DE0 12,onwind,4.1,2036
DE0 12 solar,DE0 12,solar,174.348896,2036
DE0 13 onwind,DE0 13,onwind,6.6266,2036
DE0 13 solar,DE0 13,solar,199.160414,2036
DE0 14 solar,DE0 14,solar,235.080348,2036
DE0 21 onwind,DE0 21,onwind,1.52997,2036
DE0 21 solar,DE0 21,solar,400.284667,2036
DE0 22 onwind,DE0 22,onwind,0.03315,2036
DE0 22 solar,DE0 22,solar,390.612764,2036
DE0 23 onwind,DE0 23,onwind,28.4236,2036
DE0 23 solar,DE0 23,solar,204.442461,2036
DE0 24 onwind,DE0 24,onwind,43.085,2036
DE0 24 solar,DE0 24,solar,135.780083,2036
DE0 25 onwind,DE0 25,onwind,51.9955,2036
DE0 25 solar,DE0 25,solar,179.277304,2036
DE0 26 onwind,DE0 26,onwind,27.30575,2036
DE0 26 solar,DE0 26,solar,189.854067,2036
DE0 27 onwind,DE0 27,onwind,0.8069700000000001,2036
DE0 27 solar,DE0 27,solar,336.682269,2036
DE0 30 solar,DE0 30,solar,13.585777,2036
DE0 40 onwind,DE0 40,onwind,160.775,2036
DE0 40 solar,DE0 40,solar,983.555343,2036
DE0 60 onwind,DE0 60,onwind,3.37,2036
DE0 60 solar,DE0 60,solar,10.655604,2036
DE0 71 onwind,DE0 71,onwind,22.1,2036
DE0 71 solar,DE0 71,solar,114.242825,2036
DE0 72 onwind,DE0 72,onwind,54.05,2036
DE0 72 solar,DE0 72,solar,87.905011,2036
DE0 73 onwind,DE0 73,onwind,13.65207,2036
DE0 73 solar,DE0 73,solar,143.930301,2036
DE0 80 offwind-ac,DE0 80,offwind-ac,25.299999999999997,2036
DE0 80 offwind-dc,DE0 80,offwind-dc,23.0,2036
DE0 80 onwind,DE0 80,onwind,71.0465,2036
DE0 80 solar,DE0 80,solar,289.779764,2036
DE0 91 onwind,DE0 91,onwind,22.4,2036
DE0 91 solar,DE0 91,solar,74.280023,2036
DE0 92 onwind,DE0 92,onwind,32.25,2036
DE0 92 solar,DE0 92,solar,119.879722,2036
DE0 93 onwind,DE0 93,onwind,129.10999999999999,2036
DE0 93 solar,DE0 93,solar,160.700335,2036
DE0 94 offwind-ac,DE0 94,offwind-ac,10.0,2036
DE0 94 offwind-dc,DE0 94,offwind-dc,15.0,2036
DE0 94 onwind,DE0 94,onwind,229.7208,2036
DE0 94 solar,DE0 94,solar,479.040139,2036
DE0 A1 onwind,DE0 A1,onwind,14.1084,2036
DE0 A1 solar,DE0 A1,solar,173.95994,2036
DE0 A2 onwind,DE0 A2,onwind,23.45,2036
DE0 A2 solar,DE0 A2,solar,159.60448,2036
DE0 A3 onwind,DE0 A3,onwind,37.5055,2036
DE0 A3 solar,DE0 A3,solar,252.11117,2036
DE0 A4 onwind,DE0 A4,onwind,72.8,2036
DE0 A4 solar,DE0 A4,solar,195.521319,2036
DE0 A5 onwind,DE0 A5,onwind,17.0011,2036
DE0 A5 solar,DE0 A5,solar,137.92222,2036
DE0 B1 onwind,DE0 B1,onwind,139.17,2036
DE0 B1 solar,DE0 B1,solar,134.15356,2036
DE0 B2 onwind,DE0 B2,onwind,52.0,2036
DE0 B2 solar,DE0 B2,solar,81.54057,2036
DE0 B3 onwind,DE0 B3,onwind,56.54875,2036
DE0 B3 solar,DE0 B3,solar,143.74553,2036
DE0 C0 onwind,DE0 C0,onwind,30.6,2036
DE0 C0 solar,DE0 C0,solar,65.54601,2036
DE0 D2 onwind,DE0 D2,onwind,16.8051,2036
DE0 D2 solar,DE0 D2,solar,162.34169,2036
DE0 D4 onwind,DE0 D4,onwind,13.202399999999999,2036
DE0 D4 solar,DE0 D4,solar,85.610178,2036
DE0 D5 onwind,DE0 D5,onwind,4.45,2036
DE0 D5 solar,DE0 D5,solar,112.219335,2036
DE0 E0 onwind,DE0 E0,onwind,143.415,2036
DE0 E0 solar,DE0 E0,solar,465.828364,2036
DE0 F0 offwind-ac,DE0 F0,offwind-ac,15.0,2036
DE0 F0 offwind-dc,DE0 F0,offwind-dc,20.0,2036
DE0 F0 onwind,DE0 F0,onwind,290.7109,2036
DE0 F0 solar,DE0 F0,solar,350.013937,2036
DE0 G0 onwind,DE0 G0,onwind,53.25,2036
DE0 G0 solar,DE0 G0,solar,239.254381,2036
DE0 11 onwind,DE0 11,onwind,9.2106,2035
DE0 11 solar,DE0 11,solar,346.235018,2035
DE0 12 onwind,DE0 12,onwind,6.1499999999999995,2035
DE0 12 solar,DE0 12,solar,170.662321,2035
DE0 13 onwind,DE0 13,onwind,2.30075,2035
DE0 13 solar,DE0 13,solar,216.283348,2035
DE0 14 solar,DE0 14,solar,300.329246,2035
DE0 21 onwind,DE0 21,onwind,0.0315,2035
DE0 21 solar,DE0 21,solar,468.405992,2035
DE0 22 onwind,DE0 22,onwind,0.007,2035
DE0 22 solar,DE0 22,solar,556.227576,2035
DE0 23 onwind,DE0 23,onwind,5.3776,2035
DE0 23 solar,DE0 23,solar,265.459017,2035
DE0 24 onwind,DE0 24,onwind,10.0,2035
DE0 24 solar,DE0 24,solar,168.294026,2035
DE0 25 onwind,DE0 25,onwind,14.899999999999999,2035
DE0 25 solar,DE0 25,solar,217.575327,2035
DE0 26 onwind,DE0 26,onwind,14.6,2035
DE0 26 solar,DE0 26,solar,271.15295000000003,2035
DE0 27 solar,DE0 27,solar,456.371068,2035
DE0 30 solar,DE0 30,solar,13.758087,2035
DE0 40 onwind,DE0 40,onwind,221.00209999999998,2035
DE0 40 solar,DE0 40,solar,402.08513,2035
DE0 60 onwind,DE0 60,onwind,5.0,2035
DE0 60 solar,DE0 60,solar,5.109578,2035
DE0 71 onwind,DE0 71,onwind,22.0,2035
DE0 71 solar,DE0 71,solar,102.926906,2035
DE0 72 onwind,DE0 72,onwind,15.2,2035
DE0 72 solar,DE0 72,solar,68.085114,2035
DE0 73 onwind,DE0 73,onwind,4.862,2035
DE0 73 solar,DE0 73,solar,168.852214,2035
DE0 80 onwind,DE0 80,onwind,70.8505,2035
DE0 80 solar,DE0 80,solar,157.492718,2035
DE0 91 onwind,DE0 91,onwind,32.1,2035
DE0 91 solar,DE0 91,solar,72.456527,2035
DE0 92 onwind,DE0 92,onwind,57.6,2035
DE0 92 solar,DE0 92,solar,132.143045,2035
DE0 93 onwind,DE0 93,onwind,91.7,2035
DE0 93 solar,DE0 93,solar,140.040734,2035
DE0 94 offwind-ac,DE0 94,offwind-ac,15.0,2035
DE0 94 offwind-dc,DE0 94,offwind-dc,15.0,2035
DE0 94 onwind,DE0 94,onwind,128.9158,2035
DE0 94 solar,DE0 94,solar,478.859749,2035
DE0 A1 onwind,DE0 A1,onwind,8.1,2035
DE0 A1 solar,DE0 A1,solar,176.202,2035
DE0 A2 onwind,DE0 A2,onwind,8.899999999999999,2035
DE0 A2 solar,DE0 A2,solar,125.85026,2035
DE0 A3 onwind,DE0 A3,onwind,37.208,2035
DE0 A3 solar,DE0 A3,solar,282.94943,2035
DE0 A4 onwind,DE0 A4,onwind,19.3,2035
DE0 A4 solar,DE0 A4,solar,188.406184,2035
DE0 A5 onwind,DE0 A5,onwind,12.3,2035
DE0 A5 solar,DE0 A5,solar,126.560375,2035
DE0 B1 onwind,DE0 B1,onwind,55.25,2035
DE0 B1 solar,DE0 B1,solar,112.23045,2035
DE0 B2 onwind,DE0 B2,onwind,42.7,2035
DE0 B2 solar,DE0 B2,solar,111.96128,2035
DE0 B3 onwind,DE0 B3,onwind,22.03125,2035
DE0 B3 solar,DE0 B3,solar,141.2758,2035
DE0 C0 onwind,DE0 C0,onwind,13.8,2035
DE0 C0 solar,DE0 C0,solar,65.26607,2035
DE0 D2 onwind,DE0 D2,onwind,18.8,2035
DE0 D2 solar,DE0 D2,solar,90.119409,2035
DE0 D4 onwind,DE0 D4,onwind,22.4028,2035
DE0 D4 solar,DE0 D4,solar,86.690988,2035
DE0 D5 onwind,DE0 D5,onwind,7.699999999999999,2035
DE0 D5 solar,DE0 D5,solar,78.37684,2035
DE0 E0 onwind,DE0 E0,onwind,151.6806,2035
DE0 E0 solar,DE0 E0,solar,261.997106,2035
DE0 F0 offwind-ac,DE0 F0,offwind-ac,10.0,2035
DE0 F0 offwind-dc,DE0 F0,offwind-dc,5.0,2035
DE0 F0 onwind,DE0 F0,onwind,239.2809,2035
DE0 F0 solar,DE0 F0,solar,396.323996,2035
DE0 G0 onwind,DE0 G0,onwind,42.5,2035
DE0 G0 solar,DE0 G0,solar,150.543882,2035
DE0 11 onwind,DE0 11,onwind,29.6,2034
DE0 11 solar,DE0 11,solar,204.524399,2034
DE0 12 onwind,DE0 12,onwind,0.0123,2034
DE0 12 solar,DE0 12,solar,95.893605,2034
DE0 13 onwind,DE0 13,onwind,4.0035,2034
DE0 13 solar,DE0 13,solar,128.339958,2034
DE0 14 onwind,DE0 14,onwind,2.0,2034
DE0 14 solar,DE0 14,solar,199.325207,2034
DE0 21 onwind,DE0 21,onwind,2.0,2034
DE0 21 solar,DE0 21,solar,338.332006,2034
DE0 22 onwind,DE0 22,onwind,0.2,2034
DE0 22 solar,DE0 22,solar,476.078271,2034
DE0 23 onwind,DE0 23,onwind,2.0125,2034
DE0 23 solar,DE0 23,solar,167.736799,2034
DE0 24 solar,DE0 24,solar,82.392781,2034
DE0 25 onwind,DE0 25,onwind,22.6,2034
DE0 25 solar,DE0 25,solar,186.407994,2034
DE0 26 onwind,DE0 26,onwind,48.0,2034
DE0 26 solar,DE0 26,solar,135.757782,2034
DE0 27 onwind,DE0 27,onwind,0.8,2034
DE0 27 solar,DE0 27,solar,332.201595,2034
DE0 30 solar,DE0 30,solar,10.59661,2034
DE0 40 onwind,DE0 40,onwind,679.797,2034
DE0 40 solar,DE0 40,solar,178.495723,2034
DE0 60 onwind,DE0 60,onwind,12.0,2034
DE0 60 solar,DE0 60,solar,3.28541,2034
DE0 71 onwind,DE0 71,onwind,28.0,2034
DE0 71 solar,DE0 71,solar,60.878232,2034
DE0 72 onwind,DE0 72,onwind,0.8,2034
DE0 72 solar,DE0 72,solar,44.364735,2034
DE0 73 onwind,DE0 73,onwind,23.802,2034
DE0 73 solar,DE0 73,solar,97.725842,2034
DE0 80 onwind,DE0 80,onwind,125.5,2034
DE0 80 solar,DE0 80,solar,60.632403000000004,2034
DE0 91 onwind,DE0 91,onwind,69.3,2034
DE0 91 solar,DE0 91,solar,37.605797,2034
DE0 92 onwind,DE0 92,onwind,99.39999999999999,2034
DE0 92 solar,DE0 92,solar,68.521568,2034
DE0 93 onwind,DE0 93,onwind,295.3,2034
DE0 93 solar,DE0 93,solar,58.637451,2034
DE0 94 offwind-ac,DE0 94,offwind-ac,15.0,2034
DE0 94 offwind-dc,DE0 94,offwind-dc,20.0,2034
DE0 94 onwind,DE0 94,onwind,132.1196,2034
DE0 94 solar,DE0 94,solar,227.499135,2034
DE0 A1 onwind,DE0 A1,onwind,37.406,2034
DE0 A1 solar,DE0 A1,solar,87.64281,2034
DE0 A2 onwind,DE0 A2,onwind,20.3,2034
DE0 A2 solar,DE0 A2,solar,77.91532,2034
DE0 A3 onwind,DE0 A3,onwind,90.0,2034
DE0 A3 solar,DE0 A3,solar,160.08093,2034
DE0 A4 onwind,DE0 A4,onwind,47.3,2034
DE0 A4 solar,DE0 A4,solar,102.295187,2034
DE0 A5 onwind,DE0 A5,onwind,35.1,2034
DE0 A5 solar,DE0 A5,solar,68.32958,2034
DE0 B1 onwind,DE0 B1,onwind,54.05,2034
DE0 B1 solar,DE0 B1,solar,59.32718,2034
DE0 B2 onwind,DE0 B2,onwind,25.1,2034
DE0 B2 solar,DE0 B2,solar,47.68142,2034
DE0 B3 onwind,DE0 B3,onwind,47.8,2034
DE0 B3 solar,DE0 B3,solar,84.64074,2034
DE0 C0 onwind,DE0 C0,onwind,12.0,2034
DE0 C0 solar,DE0 C0,solar,37.26348,2034
DE0 D2 onwind,DE0 D2,onwind,22.0,2034
DE0 D2 solar,DE0 D2,solar,71.868585,2034
DE0 D4 onwind,DE0 D4,onwind,26.95,2034
DE0 D4 solar,DE0 D4,solar,36.973655,2034
DE0 D5 onwind,DE0 D5,onwind,19.2,2034
DE0 D5 solar,DE0 D5,solar,25.978328,2034
DE0 E0 onwind,DE0 E0,onwind,371.2,2034
DE0 E0 solar,DE0 E0,solar,107.144776,2034
DE0 F0 onwind,DE0 F0,onwind,256.69079999999997,2034
DE0 F0 solar,DE0 F0,solar,186.585004,2034
DE0 G0 onwind,DE0 G0,onwind,28.4,2034
DE0 G0 solar,DE0 G0,solar,75.253809,2034
DE0 11 onwind,DE0 11,onwind,2.0,2033
DE0 11 solar,DE0 11,solar,129.790721,2033
DE0 12 solar,DE0 12,solar,69.261395,2033
DE0 13 solar,DE0 13,solar,71.074498,2033
DE0 14 onwind,DE0 14,onwind,6.0,2033
DE0 14 solar,DE0 14,solar,124.825443,2033
DE0 21 solar,DE0 21,solar,160.63673,2033
DE0 22 solar,DE0 22,solar,181.079184,2033
DE0 23 solar,DE0 23,solar,64.887501,2033
DE0 24 onwind,DE0 24,onwind,2.0,2033
DE0 24 solar,DE0 24,solar,35.619012,2033
DE0 25 onwind,DE0 25,onwind,2.0,2033
DE0 25 solar,DE0 25,solar,63.30069,2033
DE0 26 onwind,DE0 26,onwind,2.092,2033
DE0 26 solar,DE0 26,solar,47.125291,2033
DE0 27 onwind,DE0 27,onwind,0.8,2033
DE0 27 solar,DE0 27,solar,145.219796,2033
DE0 30 onwind,DE0 30,onwind,2.0,2033
DE0 30 solar,DE0 30,solar,4.049483,2033
DE0 40 onwind,DE0 40,onwind,131.15,2033
DE0 40 solar,DE0 40,solar,36.320943,2033
DE0 60 solar,DE0 60,solar,1.63229,2033
DE0 71 onwind,DE0 71,onwind,1.6,2033
DE0 71 solar,DE0 71,solar,44.327208,2033
DE0 72 onwind,DE0 72,onwind,3.4,2033
DE0 72 solar,DE0 72,solar,22.808501,2033
DE0 73 solar,DE0 73,solar,46.266433,2033
DE0 80 onwind,DE0 80,onwind,45.6,2033
DE0 80 solar,DE0 80,solar,19.458895000000002,2033
DE0 91 onwind,DE0 91,onwind,2.0,2033
DE0 91 solar,DE0 91,solar,21.7657,2033
DE0 92 onwind,DE0 92,onwind,26.9,2033
DE0 92 solar,DE0 92,solar,18.15319,2033
DE0 93 onwind,DE0 93,onwind,53.62,2033
DE0 93 solar,DE0 93,solar,15.077478,2033
DE0 94 onwind,DE0 94,onwind,78.7,2033
DE0 94 solar,DE0 94,solar,62.884698,2033
DE0 A1 onwind,DE0 A1,onwind,8.0,2033
DE0 A1 solar,DE0 A1,solar,33.81715,2033
DE0 A2 onwind,DE0 A2,onwind,1.5,2033
DE0 A2 solar,DE0 A2,solar,39.67333,2033
DE0 A3 onwind,DE0 A3,onwind,7.0,2033
DE0 A3 solar,DE0 A3,solar,60.77749,2033
DE0 A4 onwind,DE0 A4,onwind,10.8,2033
DE0 A4 solar,DE0 A4,solar,36.128473,2033
DE0 A5 onwind,DE0 A5,onwind,12.1,2033
DE0 A5 solar,DE0 A5,solar,31.270675,2033
DE0 B1 onwind,DE0 B1,onwind,24.0,2033
DE0 B1 solar,DE0 B1,solar,30.8496,2033
DE0 B2 onwind,DE0 B2,onwind,4.0,2033
DE0 B2 solar,DE0 B2,solar,31.300510000000003,2033
DE0 B3 onwind,DE0 B3,onwind,16.0,2033
DE0 B3 solar,DE0 B3,solar,62.82189,2033
DE0 C0 onwind,DE0 C0,onwind,6.0,2033
DE0 C0 solar,DE0 C0,solar,23.91994,2033
DE0 D2 onwind,DE0 D2,onwind,10.0,2033
DE0 D2 solar,DE0 D2,solar,22.470182,2033
DE0 D4 onwind,DE0 D4,onwind,4.0,2033
DE0 D4 solar,DE0 D4,solar,18.68783,2033
DE0 D5 onwind,DE0 D5,onwind,4.6,2033
DE0 D5 solar,DE0 D5,solar,44.718624,2033
DE0 E0 onwind,DE0 E0,onwind,180.3,2033
DE0 E0 solar,DE0 E0,solar,50.404355,2033
DE0 F0 onwind,DE0 F0,onwind,112.5,2033
DE0 F0 solar,DE0 F0,solar,62.152137,2033
DE0 G0 onwind,DE0 G0,onwind,4.0,2033
DE0 G0 solar,DE0 G0,solar,38.824529,2033
DE0 11 onwind,DE0 11,onwind,51.5,2032
DE0 11 solar,DE0 11,solar,83.641902,2032
DE0 12 onwind,DE0 12,onwind,31.5,2032
DE0 12 solar,DE0 12,solar,51.710876,2032
DE0 13 solar,DE0 13,solar,51.445446,2032
DE0 14 solar,DE0 14,solar,74.565802,2032
DE0 21 onwind,DE0 21,onwind,1.25,2032
DE0 21 solar,DE0 21,solar,99.287875,2032
DE0 22 solar,DE0 22,solar,99.534179,2032
DE0 23 onwind,DE0 23,onwind,2.0015,2032
DE0 23 solar,DE0 23,solar,43.937506,2032
DE0 24 onwind,DE0 24,onwind,13.8,2032
DE0 24 solar,DE0 24,solar,22.227766,2032
DE0 25 onwind,DE0 25,onwind,14.0,2032
DE0 25 solar,DE0 25,solar,45.082533,2032
DE0 26 onwind,DE0 26,onwind,4.8,2032
DE0 26 solar,DE0 26,solar,36.86597,2032
DE0 27 onwind,DE0 27,onwind,12.1,2032
DE0 27 solar,DE0 27,solar,110.485709,2032
DE0 30 solar,DE0 30,solar,1.62296,2032
DE0 40 onwind,DE0 40,onwind,241.852,2032
DE0 40 solar,DE0 40,solar,18.700132,2032
DE0 60 solar,DE0 60,solar,0.74057,2032
DE0 71 onwind,DE0 71,onwind,3.0,2032
DE0 71 solar,DE0 71,solar,30.421843,2032
DE0 72 onwind,DE0 72,onwind,7.0,2032
DE0 72 solar,DE0 72,solar,17.808221,2032
DE0 73 onwind,DE0 73,onwind,17.6,2032
DE0 73 solar,DE0 73,solar,31.874128,2032
DE0 80 onwind,DE0 80,onwind,76.8012,2032
DE0 80 solar,DE0 80,solar,9.335774,2032
DE0 91 onwind,DE0 91,onwind,59.65,2032
DE0 91 solar,DE0 91,solar,12.177296,2032
DE0 92 onwind,DE0 92,onwind,39.85,2032
DE0 92 solar,DE0 92,solar,12.845499,2032
DE0 93 onwind,DE0 93,onwind,134.23,2032
DE0 93 solar,DE0 93,solar,9.795404,2032
DE0 94 onwind,DE0 94,onwind,144.9,2032
DE0 94 solar,DE0 94,solar,40.634589,2032
DE0 A1 onwind,DE0 A1,onwind,29.1,2032
DE0 A1 solar,DE0 A1,solar,22.45176,2032
DE0 A2 onwind,DE0 A2,onwind,21.075,2032
DE0 A2 solar,DE0 A2,solar,20.81765,2032
DE0 A3 onwind,DE0 A3,onwind,50.2,2032
DE0 A3 solar,DE0 A3,solar,35.23331,2032
DE0 A4 onwind,DE0 A4,onwind,17.8,2032
DE0 A4 solar,DE0 A4,solar,23.651376,2032
DE0 A5 onwind,DE0 A5,onwind,50.2,2032
DE0 A5 solar,DE0 A5,solar,21.70052,2032
DE0 B1 onwind,DE0 B1,onwind,38.9,2032
DE0 B1 solar,DE0 B1,solar,20.70829,2032
DE0 B2 onwind,DE0 B2,onwind,59.0,2032
DE0 B2 solar,DE0 B2,solar,13.881079999999999,2032
DE0 B3 onwind,DE0 B3,onwind,13.2,2032
DE0 B3 solar,DE0 B3,solar,41.01262,2032
DE0 C0 onwind,DE0 C0,onwind,31.2,2032
DE0 C0 solar,DE0 C0,solar,17.79759,2032
DE0 D2 onwind,DE0 D2,onwind,0.6,2032
DE0 D2 solar,DE0 D2,solar,12.695456,2032
DE0 D4 onwind,DE0 D4,onwind,30.0,2032
DE0 D4 solar,DE0 D4,solar,14.631394,2032
DE0 D5 onwind,DE0 D5,onwind,6.0,2032
DE0 D5 solar,DE0 D5,solar,18.778472,2032
DE0 E0 onwind,DE0 E0,onwind,258.95,2032
DE0 E0 solar,DE0 E0,solar,21.749223,2032
DE0 F0 onwind,DE0 F0,onwind,168.5545,2032
DE0 F0 solar,DE0 F0,solar,42.404433,2032
DE0 G0 onwind,DE0 G0,onwind,49.6,2032
DE0 G0 solar,DE0 G0,solar,18.846833,2032
DE0 11 onwind,DE0 11,onwind,32.3,2031
DE0 11 solar,DE0 11,solar,56.477796,2031
DE0 12 onwind,DE0 12,onwind,14.0,2031
DE0 12 solar,DE0 12,solar,43.893034,2031
DE0 13 onwind,DE0 13,onwind,8.0,2031
DE0 13 solar,DE0 13,solar,47.954707,2031
DE0 14 onwind,DE0 14,onwind,10.3,2031
DE0 14 solar,DE0 14,solar,44.345161,2031
DE0 21 onwind,DE0 21,onwind,1.25,2031
DE0 21 solar,DE0 21,solar,60.103937,2031
DE0 22 solar,DE0 22,solar,61.226794,2031
DE0 23 onwind,DE0 23,onwind,0.8,2031
DE0 23 solar,DE0 23,solar,35.898472,2031
DE0 24 solar,DE0 24,solar,18.566227,2031
